"#","Name","Type 1","Type 2","Total","HP","Attack","Defense","Sp. Atk","Sp. Def","Speed","Generation","Legendary","hue","url"
"551","Sandile","Ground","Dark","292","50","72","35","35","35","65","5","False","36"," https://img.pokemondb.net/sprites/bank/normal/sandile.png"
"552","Krokorok","Ground","Dark","351","60","82","45","45","45","74","5","False","40"," https://img.pokemondb.net/sprites/bank/normal/krokorok.png"
"553","Krookodile","Ground","Dark","519","95","117","80","65","70","92","5","False","348"," https://img.pokemondb.net/sprites/bank/normal/krookodile.png"
"554","Darumaka","Fire","N/A","315","70","90","45","15","45","50","5","False","10"," https://img.pokemondb.net/sprites/bank/normal/darumaka.png"
"555","DarmanitanStandard Mode","Fire","N/A","480","105","140","55","30","55","95","5","False","7"," https://img.pokemondb.net/sprites/bank/normal/darmanitan-standard.png"
"555","DarmanitanZen Mode","Fire","Psychic","540","105","30","105","140","105","55","5","False","7"," https://img.pokemondb.net/sprites/bank/normal/darmanitan-standard.png"
"556","Maractus","Grass","N/A","461","75","86","67","106","67","60","5","False","100"," https://img.pokemondb.net/sprites/bank/normal/maractus.png"
"557","Dwebble","Bug","Rock","325","50","65","85","35","35","55","5","False","60"," https://img.pokemondb.net/sprites/bank/normal/dwebble.png"
"558","Crustle","Bug","Rock","475","70","95","125","65","75","45","5","False","40"," https://img.pokemondb.net/sprites/bank/normal/crustle.png"
"559","Scraggy","Dark","Fighting","348","50","75","70","35","70","48","5","False","60"," https://img.pokemondb.net/sprites/bank/normal/scraggy.png"
"560","Scrafty","Dark","Fighting","488","65","90","115","45","115","58","5","False","30"," https://img.pokemondb.net/sprites/bank/normal/scrafty.png"
"561","Sigilyph","Psychic","Flying","490","72","58","80","103","80","97","5","False","42"," https://img.pokemondb.net/sprites/bank/normal/sigilyph.png"
"562","Yamask","Ghost","N/A","303","38","30","85","55","65","30","5","False","240"," https://img.pokemondb.net/sprites/bank/normal/yamask.png"
"563","Cofagrigus","Ghost","N/A","483","58","50","145","95","105","30","5","False","240"," https://img.pokemondb.net/sprites/bank/normal/cofagrigus.png"
"564","Tirtouga","Water","Rock","355","54","78","103","53","45","22","5","False","210"," https://img.pokemondb.net/sprites/bank/normal/tirtouga.png"
"565","Carracosta","Water","Rock","495","74","108","133","83","65","32","5","False","210"," https://img.pokemondb.net/sprites/bank/normal/carracosta.png"
"566","Archen","Rock","Flying","401","55","112","45","74","45","70","5","False","7"," https://img.pokemondb.net/sprites/bank/normal/archen.png"
"567","Archeops","Rock","Flying","567","75","140","65","112","65","110","5","False","42"," https://img.pokemondb.net/sprites/bank/normal/archeops.png"
"568","Trubbish","Poison","N/A","329","50","50","62","40","62","65","5","False","120"," https://img.pokemondb.net/sprites/bank/normal/trubbish.png"
"569","Garbodor","Poison","N/A","474","80","95","82","60","82","75","5","False","30"," https://img.pokemondb.net/sprites/bank/normal/garbodor.png"
"570","Zorua","Dark","N/A","330","40","65","40","80","40","65","5","False","240"," https://img.pokemondb.net/sprites/bank/normal/zorua.png"
"571","Zoroark","Dark","N/A","510","60","105","60","120","60","105","5","False","240"," https://img.pokemondb.net/sprites/bank/normal/zoroark.png"
"572","Minccino","Normal","N/A","300","55","50","40","40","40","75","5","False","60"," https://img.pokemondb.net/sprites/bank/normal/minccino.png"
"573","Cinccino","Normal","N/A","470","75","95","60","65","60","115","5","False","60"," https://img.pokemondb.net/sprites/bank/normal/cinccino.png"
"574","Gothita","Psychic","N/A","290","45","30","50","55","65","45","5","False","300"," https://img.pokemondb.net/sprites/bank/normal/gothita.png"
"575","Gothorita","Psychic","N/A","390","60","45","70","75","85","55","5","False","300"," https://img.pokemondb.net/sprites/bank/normal/gothorita.png"
"576","Gothitelle","Psychic","N/A","490","70","55","95","95","110","65","5","False","300"," https://img.pokemondb.net/sprites/bank/normal/gothitelle.png"
"577","Solosis","Psychic","N/A","290","45","30","40","105","50","20","5","False","120"," https://img.pokemondb.net/sprites/bank/normal/solosis.png"
"578","Duosion","Psychic","N/A","370","65","40","50","125","60","30","5","False","120"," https://img.pokemondb.net/sprites/bank/normal/duosion.png"
"579","Reuniclus","Psychic","N/A","490","110","65","75","125","85","30","5","False","120"," https://img.pokemondb.net/sprites/bank/normal/reuniclus.png"
"580","Ducklett","Water","Flying","305","62","44","50","44","50","55","5","False","180"," https://img.pokemondb.net/sprites/bank/normal/ducklett.png"
"581","Swanna","Water","Flying","473","75","87","63","87","63","98","5","False","210"," https://img.pokemondb.net/sprites/bank/normal/swanna.png"
"582","Vanillite","Ice","N/A","305","36","50","50","65","60","44","5","False","240"," https://img.pokemondb.net/sprites/bank/normal/vanillite.png"
"583","Vanillish","Ice","N/A","395","51","65","65","80","75","59","5","False","240"," https://img.pokemondb.net/sprites/bank/normal/vanillish.png"
"584","Vanilluxe","Ice","N/A","535","71","95","85","110","95","79","5","False","240"," https://img.pokemondb.net/sprites/bank/normal/vanilluxe.png"
"585","Deerling","Normal","Grass","335","60","60","50","40","50","75","5","False","60"," https://img.pokemondb.net/sprites/bank/normal/deerling.png"
"586","Sawsbuck","Normal","Grass","475","80","100","70","60","70","95","5","False","24"," https://img.pokemondb.net/sprites/bank/normal/sawsbuck.png"
"587","Emolga","Electric","Flying","428","55","75","60","75","60","103","5","False","60"," https://img.pokemondb.net/sprites/bank/normal/emolga.png"
"588","Karrablast","Bug","N/A","315","50","75","45","40","45","60","5","False","207"," https://img.pokemondb.net/sprites/bank/normal/karrablast.png"
"589","Escavalier","Bug","Steel","495","70","135","105","60","105","20","5","False","60"," https://img.pokemondb.net/sprites/bank/normal/escavalier.png"
"590","Foongus","Grass","Poison","294","69","55","45","55","55","15","5","False","60"," https://img.pokemondb.net/sprites/bank/normal/foongus.png"
"591","Amoonguss","Grass","Poison","464","114","85","70","85","80","30","5","False","60"," https://img.pokemondb.net/sprites/bank/normal/amoonguss.png"
"592","Frillish","Water","Ghost","335","55","40","50","65","85","40","5","False","180"," https://img.pokemondb.net/sprites/bank/normal/frillish.png"
"593","Jellicent","Water","Ghost","480","100","60","70","85","105","60","5","False","180"," https://img.pokemondb.net/sprites/bank/normal/jellicent.png"
"594","Alomomola","Water","N/A","470","165","75","80","40","45","65","5","False","330"," https://img.pokemondb.net/sprites/bank/normal/alomomola.png"
"595","Joltik","Bug","Electric","319","50","47","50","57","50","65","5","False","60"," https://img.pokemondb.net/sprites/bank/normal/joltik.png"
"596","Galvantula","Bug","Electric","472","70","77","60","97","60","108","5","False","60"," https://img.pokemondb.net/sprites/bank/normal/galvantula.png"
"597","Ferroseed","Grass","Steel","305","44","50","91","24","86","10","5","False","60"," https://img.pokemondb.net/sprites/bank/normal/ferroseed.png"
"598","Ferrothorn","Grass","Steel","489","74","94","131","54","116","20","5","False","60"," https://img.pokemondb.net/sprites/bank/normal/ferrothorn.png"
"599","Klink","Steel","N/A","300","40","55","70","45","60","30","5","False","240"," https://img.pokemondb.net/sprites/bank/normal/klink.png"
"600","Klang","Steel","N/A","440","60","80","95","70","85","50","5","False","180"," https://img.pokemondb.net/sprites/bank/normal/klang.png"
"601","Klinklang","Steel","N/A","520","60","100","115","70","85","90","5","False","180"," https://img.pokemondb.net/sprites/bank/normal/klinklang.png"
"602","Tynamo","Electric","N/A","275","35","55","40","45","40","60","5","False","180"," https://img.pokemondb.net/sprites/bank/normal/tynamo.png"
"603","Eelektrik","Electric","N/A","405","65","85","70","75","70","40","5","False","60"," https://img.pokemondb.net/sprites/bank/normal/eelektrik.png"
"604","Eelektross","Electric","N/A","515","85","115","80","105","80","50","5","False","210"," https://img.pokemondb.net/sprites/bank/normal/eelektross.png"
"605","Elgyem","Psychic","N/A","335","55","55","55","85","55","30","5","False","180"," https://img.pokemondb.net/sprites/bank/normal/elgyem.png"
"606","Beheeyem","Psychic","N/A","485","75","75","75","125","95","40","5","False","15"," https://img.pokemondb.net/sprites/bank/normal/beheeyem.png"
"607","Litwick","Ghost","Fire","275","50","30","55","65","55","20","5","False","240"," https://img.pokemondb.net/sprites/bank/normal/litwick.png"
"608","Lampent","Ghost","Fire","370","60","40","60","95","60","55","5","False","240"," https://img.pokemondb.net/sprites/bank/normal/lampent.png"
"609","Chandelure","Ghost","Fire","520","60","55","90","145","90","80","5","False","240"," https://img.pokemondb.net/sprites/bank/normal/chandelure.png"
"610","Axew","Dragon","N/A","320","46","87","60","30","40","57","5","False","60"," https://img.pokemondb.net/sprites/bank/normal/axew.png"
"611","Fraxure","Dragon","N/A","410","66","117","70","40","50","67","5","False","240"," https://img.pokemondb.net/sprites/bank/normal/fraxure.png"
"612","Haxorus","Dragon","N/A","540","76","147","90","60","70","97","5","False","60"," https://img.pokemondb.net/sprites/bank/normal/haxorus.png"
"613","Cubchoo","Ice","N/A","305","55","70","40","60","40","40","5","False","210"," https://img.pokemondb.net/sprites/bank/normal/cubchoo.png"
"614","Beartic","Ice","N/A","485","95","110","80","70","80","50","5","False","180"," https://img.pokemondb.net/sprites/bank/normal/beartic.png"
"615","Cryogonal","Ice","N/A","485","70","50","30","95","135","105","5","False","210"," https://img.pokemondb.net/sprites/bank/normal/cryogonal.png"
"616","Shelmet","Bug","N/A","305","50","40","85","40","65","25","5","False","30"," https://img.pokemondb.net/sprites/bank/normal/shelmet.png"
"617","Accelgor","Bug","N/A","495","80","70","40","100","60","145","5","False","220"," https://img.pokemondb.net/sprites/bank/normal/accelgor.png"
"618","Stunfisk","Ground","Electric","471","109","66","84","81","99","32","5","False","25"," https://img.pokemondb.net/sprites/bank/normal/stunfisk.png"
"619","Mienfoo","Fighting","N/A","350","45","85","50","55","50","65","5","False","60"," https://img.pokemondb.net/sprites/bank/normal/mienfoo.png"
"620","Mienshao","Fighting","N/A","510","65","125","60","95","60","105","5","False","60"," https://img.pokemondb.net/sprites/bank/normal/mienshao.png"
"621","Druddigon","Dragon","N/A","485","77","120","90","60","90","48","5","False","198"," https://img.pokemondb.net/sprites/bank/normal/druddigon.png"
"622","Golett","Ground","Ghost","303","59","74","50","35","50","35","5","False","180"," https://img.pokemondb.net/sprites/bank/normal/golett.png"
"623","Golurk","Ground","Ghost","483","89","124","80","55","80","55","5","False","180"," https://img.pokemondb.net/sprites/bank/normal/golurk.png"
"624","Pawniard","Dark","Steel","340","45","85","70","40","40","60","5","False","180"," https://img.pokemondb.net/sprites/bank/normal/pawniard.png"
"625","Bisharp","Dark","Steel","490","65","125","100","60","70","70","5","False","240"," https://img.pokemondb.net/sprites/bank/normal/bisharp.png"
"626","Bouffalant","Normal","N/A","490","95","110","95","40","95","55","5","False","30"," https://img.pokemondb.net/sprites/bank/normal/bouffalant.png"
"627","Rufflet","Normal","Flying","350","70","83","50","37","50","60","5","False","60"," https://img.pokemondb.net/sprites/bank/normal/rufflet.png"
"628","Braviary","Normal","Flying","510","100","123","75","57","75","80","5","False","240"," https://img.pokemondb.net/sprites/bank/normal/braviary.png"
"629","Vullaby","Dark","Flying","370","70","55","75","45","65","60","5","False","60"," https://img.pokemondb.net/sprites/bank/normal/vullaby.png"
"630","Mandibuzz","Dark","Flying","510","110","65","105","55","95","80","5","False","30"," https://img.pokemondb.net/sprites/bank/normal/mandibuzz.png"
"631","Heatmor","Fire","N/A","484","85","97","66","105","66","65","5","False","40"," https://img.pokemondb.net/sprites/bank/normal/heatmor.png"
"632","Durant","Bug","Steel","484","58","109","112","48","48","109","5","False","300"," https://img.pokemondb.net/sprites/bank/normal/durant.png"
"633","Deino","Dark","Dragon","300","52","65","50","45","50","38","5","False","60"," https://img.pokemondb.net/sprites/bank/normal/deino.png"
"634","Zweilous","Dark","Dragon","420","72","85","70","65","70","58","5","False","60"," https://img.pokemondb.net/sprites/bank/normal/zweilous.png"
"635","Hydreigon","Dark","Dragon","600","92","105","90","125","90","98","5","False","330"," https://img.pokemondb.net/sprites/bank/normal/hydreigon.png"
"636","Larvesta","Bug","Fire","360","55","85","55","50","55","60","5","False","60"," https://img.pokemondb.net/sprites/bank/normal/larvesta.png"
"637","Volcarona","Bug","Fire","550","85","60","65","135","105","100","5","False","180"," https://img.pokemondb.net/sprites/bank/normal/volcarona.png"
"638","Cobalion","Steel","Fighting","580","91","90","129","90","72","108","5","True","186"," https://img.pokemondb.net/sprites/bank/normal/cobalion.png"
"639","Terrakion","Rock","Fighting","580","91","129","90","72","90","108","5","True","30"," https://img.pokemondb.net/sprites/bank/normal/terrakion.png"
"640","Virizion","Grass","Fighting","580","91","90","72","90","129","108","5","True","60"," https://img.pokemondb.net/sprites/bank/normal/virizion.png"
"641","TornadusIncarnate Forme","Flying","N/A","580","79","115","70","125","80","111","5","True","240"," https://img.pokemondb.net/sprites/bank/normal/tornadus-incarnate.png"
"641","TornadusTherian Forme","Flying","N/A","580","79","100","80","110","90","121","5","True","240"," https://img.pokemondb.net/sprites/bank/normal/tornadus-incarnate.png"
"642","ThundurusIncarnate Forme","Electric","Flying","580","79","115","70","125","80","111","5","True","240"," https://img.pokemondb.net/sprites/bank/normal/thundurus-incarnate.png"
"642","ThundurusTherian Forme","Electric","Flying","580","79","105","70","145","80","101","5","True","240"," https://img.pokemondb.net/sprites/bank/normal/thundurus-incarnate.png"
"643","Reshiram","Dragon","Fire","680","100","120","100","150","120","90","5","True","240"," https://img.pokemondb.net/sprites/bank/normal/reshiram.png"
"644","Zekrom","Dragon","Electric","680","100","150","120","120","100","90","5","True","180"," https://img.pokemondb.net/sprites/bank/normal/zekrom.png"
"645","LandorusIncarnate Forme","Ground","Flying","600","89","125","90","115","80","101","5","True","30"," https://img.pokemondb.net/sprites/bank/normal/landorus-incarnate.png"
"645","LandorusTherian Forme","Ground","Flying","600","89","145","90","105","80","91","5","True","30"," https://img.pokemondb.net/sprites/bank/normal/landorus-incarnate.png"
"646","Kyurem","Dragon","Ice","660","125","130","90","130","90","95","5","True","180"," https://img.pokemondb.net/sprites/bank/normal/kyurem.png"
"646","KyuremBlack Kyurem","Dragon","Ice","700","125","170","100","120","90","95","5","True","180"," https://img.pokemondb.net/sprites/bank/normal/kyurem.png"
"646","KyuremWhite Kyurem","Dragon","Ice","700","125","120","90","170","100","95","5","True","180"," https://img.pokemondb.net/sprites/bank/normal/kyurem.png"
"647","KeldeoOrdinary Forme","Water","Fighting","580","91","72","90","129","90","108","5","False","60"," https://img.pokemondb.net/sprites/bank/normal/keldeo-ordinary.png"
"647","KeldeoResolute Forme","Water","Fighting","580","91","72","90","129","90","108","5","False","60"," https://img.pokemondb.net/sprites/bank/normal/keldeo-ordinary.png"
"648","MeloettaAria Forme","Normal","Psychic","600","100","77","77","128","128","90","5","False","90"," https://img.pokemondb.net/sprites/bank/normal/meloetta-aria.png"
"648","MeloettaPirouette Forme","Normal","Fighting","600","100","128","90","77","77","128","5","False","90"," https://img.pokemondb.net/sprites/bank/normal/meloetta-aria.png"
"649","Genesect","Bug","Steel","600","71","120","95","120","95","99","5","False","300"," https://img.pokemondb.net/sprites/bank/normal/genesect.png"
"650","Chespin","Grass","N/A","313","56","61","65","48","45","38","6","False","30"," https://img.pokemondb.net/sprites/bank/normal/chespin.png"
"651","Quilladin","Grass","N/A","405","61","78","95","56","58","57","6","False","20"," https://img.pokemondb.net/sprites/bank/normal/quilladin.png"
"652","Chesnaught","Grass","Fighting","530","88","107","122","74","75","64","6","False","40"," https://img.pokemondb.net/sprites/bank/normal/chesnaught.png"
"653","Fennekin","Fire","N/A","307","40","45","40","62","60","60","6","False","60"," https://img.pokemondb.net/sprites/bank/normal/fennekin.png"
"654","Braixen","Fire","N/A","409","59","59","58","90","70","73","6","False","52"," https://img.pokemondb.net/sprites/bank/normal/braixen.png"
"655","Delphox","Fire","Psychic","534","75","69","72","114","100","104","6","False","10"," https://img.pokemondb.net/sprites/bank/normal/delphox.png"
"656","Froakie","Water","N/A","314","41","56","40","62","44","71","6","False","60"," https://img.pokemondb.net/sprites/bank/normal/froakie.png"
"657","Frogadier","Water","N/A","405","54","63","52","83","56","97","6","False","60"," https://img.pokemondb.net/sprites/bank/normal/frogadier.png"
"658","Greninja","Water","Dark","530","72","95","67","103","71","122","6","False","210"," https://img.pokemondb.net/sprites/bank/normal/greninja.png"
"659","Bunnelby","Normal","N/A","237","38","36","38","32","36","57","6","False","15"," https://img.pokemondb.net/sprites/bank/normal/bunnelby.png"
"660","Diggersby","Normal","Ground","423","85","56","77","50","77","78","6","False","30"," https://img.pokemondb.net/sprites/bank/normal/diggersby.png"
"661","Fletchling","Normal","Flying","278","45","50","43","40","38","62","6","False","18"," https://img.pokemondb.net/sprites/bank/normal/fletchling.png"
"662","Fletchinder","Fire","Flying","382","62","73","55","56","52","84","6","False","220"," https://img.pokemondb.net/sprites/bank/normal/fletchinder.png"
"663","Talonflame","Fire","Flying","499","78","81","71","74","69","126","6","False","180"," https://img.pokemondb.net/sprites/bank/normal/talonflame.png"
"664","Scatterbug","Bug","N/A","200","38","35","40","27","25","35","6","False","240"," https://img.pokemondb.net/sprites/bank/normal/scatterbug.png"
"665","Spewpa","Bug","N/A","213","45","22","60","27","30","29","6","False","60"," https://img.pokemondb.net/sprites/bank/normal/spewpa.png"
"666","Vivillon","Bug","Flying","411","80","52","50","90","50","89","6","False","330"," https://img.pokemondb.net/sprites/bank/normal/vivillon.png"
"667","Litleo","Fire","Normal","369","62","50","58","73","54","72","6","False","30"," https://img.pokemondb.net/sprites/bank/normal/litleo.png"
"668","Pyroar","Fire","Normal","507","86","68","72","109","66","106","6","False","36"," https://img.pokemondb.net/sprites/bank/normal/pyroar.png"
"669","Flabébé","Fairy","N/A","303","44","38","39","61","79","42","6","False","60"," https://img.pokemondb.net/sprites/bank/normal/flabebe.png"
"670","Floette","Fairy","N/A","371","54","45","47","75","98","52","6","False","60"," https://img.pokemondb.net/sprites/bank/normal/floette.png"
"671","Florges","Fairy","N/A","552","78","65","68","112","154","75","6","False","160"," https://img.pokemondb.net/sprites/bank/normal/florges.png"
"672","Skiddo","Grass","N/A","350","66","65","48","62","57","52","6","False","30"," https://img.pokemondb.net/sprites/bank/normal/skiddo.png"
"673","Gogoat","Grass","N/A","531","123","100","62","97","81","68","6","False","40"," https://img.pokemondb.net/sprites/bank/normal/gogoat.png"
"674","Pancham","Fighting","N/A","348","67","82","62","46","48","43","6","False","60"," https://img.pokemondb.net/sprites/bank/normal/pancham.png"
"675","Pangoro","Fighting","Dark","495","95","124","78","69","71","58","6","False","240"," https://img.pokemondb.net/sprites/bank/normal/pangoro.png"
"676","Furfrou","Normal","N/A","472","75","80","60","65","90","102","6","False","60"," https://img.pokemondb.net/sprites/bank/normal/furfrou.png"
"677","Espurr","Psychic","N/A","355","62","48","54","63","60","68","6","False","240"," https://img.pokemondb.net/sprites/bank/normal/espurr.png"
"678","MeowsticMale","Psychic","N/A","466","74","48","76","83","81","104","6","False","200"," https://img.pokemondb.net/sprites/bank/normal/meowstic-male.png"
"678","MeowsticFemale","Psychic","N/A","466","74","48","76","83","81","104","6","False","200"," https://img.pokemondb.net/sprites/bank/normal/meowstic-male.png"
"679","Honedge","Steel","Ghost","325","45","80","100","35","37","28","6","False","197"," https://img.pokemondb.net/sprites/bank/normal/honedge.png"
"680","Doublade","Steel","Ghost","448","59","110","150","45","49","35","6","False","60"," https://img.pokemondb.net/sprites/bank/normal/doublade.png"
"681","AegislashBlade Forme","Steel","Ghost","520","60","150","50","150","50","60","6","False","60"," https://img.pokemondb.net/sprites/bank/normal/aegislash-shield.png"
"681","AegislashShield Forme","Steel","Ghost","520","60","50","150","50","150","60","6","False","60"," https://img.pokemondb.net/sprites/bank/normal/aegislash-shield.png"
"682","Spritzee","Fairy","N/A","341","78","52","60","63","65","23","6","False","345"," https://img.pokemondb.net/sprites/bank/normal/spritzee.png"
"683","Aromatisse","Fairy","N/A","462","101","72","72","99","89","29","6","False","345"," https://img.pokemondb.net/sprites/bank/normal/aromatisse.png"
"684","Swirlix","Fairy","N/A","341","62","48","66","59","57","49","6","False","300"," https://img.pokemondb.net/sprites/bank/normal/swirlix.png"
"685","Slurpuff","Fairy","N/A","480","82","80","86","85","75","72","6","False","330"," https://img.pokemondb.net/sprites/bank/normal/slurpuff.png"
"686","Inkay","Dark","Psychic","288","53","54","53","37","46","45","6","False","204"," https://img.pokemondb.net/sprites/bank/normal/inkay.png"
"687","Malamar","Dark","Psychic","482","86","92","88","68","75","73","6","False","210"," https://img.pokemondb.net/sprites/bank/normal/malamar.png"
"688","Binacle","Rock","Water","306","42","52","67","39","56","50","6","False","204"," https://img.pokemondb.net/sprites/bank/normal/binacle.png"
"689","Barbaracle","Rock","Water","500","72","105","115","54","86","68","6","False","60"," https://img.pokemondb.net/sprites/bank/normal/barbaracle.png"
"690","Skrelp","Poison","Water","320","50","60","60","60","60","30","6","False","15"," https://img.pokemondb.net/sprites/bank/normal/skrelp.png"
"691","Dragalge","Poison","Dragon","494","65","75","90","97","123","44","6","False","15"," https://img.pokemondb.net/sprites/bank/normal/dragalge.png"
"692","Clauncher","Water","N/A","330","50","53","62","58","63","44","6","False","180"," https://img.pokemondb.net/sprites/bank/normal/clauncher.png"
"693","Clawitzer","Water","N/A","500","71","73","88","120","89","59","6","False","210"," https://img.pokemondb.net/sprites/bank/normal/clawitzer.png"
"694","Helioptile","Electric","Normal","289","44","38","33","61","43","70","6","False","60"," https://img.pokemondb.net/sprites/bank/normal/helioptile.png"
"695","Heliolisk","Electric","Normal","481","62","55","52","109","94","109","6","False","60"," https://img.pokemondb.net/sprites/bank/normal/heliolisk.png"
"696","Tyrunt","Rock","Dragon","362","58","89","77","45","45","48","6","False","30"," https://img.pokemondb.net/sprites/bank/normal/tyrunt.png"
"697","Tyrantrum","Rock","Dragon","521","82","121","119","69","59","71","6","False","345"," https://img.pokemondb.net/sprites/bank/normal/tyrantrum.png"
"698","Amaura","Rock","Ice","362","77","59","50","67","63","46","6","False","204"," https://img.pokemondb.net/sprites/bank/normal/amaura.png"
"699","Aurorus","Rock","Ice","521","123","77","72","99","92","58","6","False","210"," https://img.pokemondb.net/sprites/bank/normal/aurorus.png"
"700","Sylveon","Fairy","N/A","525","95","65","65","110","130","60","6","False","348"," https://img.pokemondb.net/sprites/bank/normal/sylveon.png"
"701","Hawlucha","Fighting","Flying","500","78","92","75","74","63","118","6","False","162"," https://img.pokemondb.net/sprites/bank/normal/hawlucha.png"
"702","Dedenne","Electric","Fairy","431","67","58","57","81","67","101","6","False","40"," https://img.pokemondb.net/sprites/bank/normal/dedenne.png"
"703","Carbink","Rock","Fairy","500","50","50","150","50","150","50","6","False","240"," https://img.pokemondb.net/sprites/bank/normal/carbink.png"
"704","Goomy","Dragon","N/A","300","45","50","35","55","75","40","6","False","300"," https://img.pokemondb.net/sprites/bank/normal/goomy.png"
"705","Sliggoo","Dragon","N/A","452","68","75","53","83","113","60","6","False","300"," https://img.pokemondb.net/sprites/bank/normal/sliggoo.png"
"706","Goodra","Dragon","N/A","600","90","100","70","110","150","80","6","False","300"," https://img.pokemondb.net/sprites/bank/normal/goodra.png"
"707","Klefki","Steel","Fairy","470","57","80","91","80","87","75","6","False","180"," https://img.pokemondb.net/sprites/bank/normal/klefki.png"
"708","Phantump","Ghost","Grass","309","43","70","48","50","60","38","6","False","30"," https://img.pokemondb.net/sprites/bank/normal/phantump.png"
"709","Trevenant","Ghost","Grass","474","85","110","76","65","82","56","6","False","30"," https://img.pokemondb.net/sprites/bank/normal/trevenant.png"
"710","PumpkabooAverage Size","Ghost","Grass","335","49","66","70","44","55","51","6","False","30"," https://img.pokemondb.net/sprites/bank/normal/pumpkaboo-average.png"
"710","PumpkabooSmall Size","Ghost","Grass","335","44","66","70","44","55","56","6","False","30"," https://img.pokemondb.net/sprites/bank/normal/pumpkaboo-average.png"
"710","PumpkabooLarge Size","Ghost","Grass","335","54","66","70","44","55","46","6","False","30"," https://img.pokemondb.net/sprites/bank/normal/pumpkaboo-average.png"
"710","PumpkabooSuper Size","Ghost","Grass","335","59","66","70","44","55","41","6","False","30"," https://img.pokemondb.net/sprites/bank/normal/pumpkaboo-average.png"
"711","GourgeistAverage Size","Ghost","Grass","494","65","90","122","58","75","84","6","False","30"," https://img.pokemondb.net/sprites/bank/normal/gourgeist-average.png"
"711","GourgeistSmall Size","Ghost","Grass","494","55","85","122","58","75","99","6","False","30"," https://img.pokemondb.net/sprites/bank/normal/gourgeist-average.png"
"711","GourgeistLarge Size","Ghost","Grass","494","75","95","122","58","75","69","6","False","30"," https://img.pokemondb.net/sprites/bank/normal/gourgeist-average.png"
"711","GourgeistSuper Size","Ghost","Grass","494","85","100","122","58","75","54","6","False","30"," https://img.pokemondb.net/sprites/bank/normal/gourgeist-average.png"
"712","Bergmite","Ice","N/A","304","55","69","85","32","35","28","6","False","180"," https://img.pokemondb.net/sprites/bank/normal/bergmite.png"
"713","Avalugg","Ice","N/A","514","95","117","184","44","46","28","6","False","204"," https://img.pokemondb.net/sprites/bank/normal/avalugg.png"
"714","Noibat","Flying","Dragon","245","40","30","35","45","40","55","6","False","300"," https://img.pokemondb.net/sprites/bank/normal/noibat.png"
"715","Noivern","Flying","Dragon","535","85","70","80","97","80","123","6","False","180"," https://img.pokemondb.net/sprites/bank/normal/noivern.png"
"716","Xerneas","Fairy","N/A","680","126","131","95","131","98","99","6","True","60"," https://img.pokemondb.net/sprites/bank/normal/xerneas.png"
"717","Yveltal","Dark","Flying","680","126","131","95","131","98","99","6","True","350"," https://img.pokemondb.net/sprites/bank/normal/yveltal.png"
"718","Zygarde50% Forme","Dragon","Ground","600","108","100","121","81","95","95","6","True","60"," https://img.pokemondb.net/sprites/bank/normal/zygarde-50.png"
"719","Diancie","Rock","Fairy","600","50","100","150","100","150","50","6","True","240"," https://img.pokemondb.net/sprites/bank/normal/diancie.png"
"719","DiancieMega Diancie","Rock","Fairy","700","50","160","110","160","110","110","6","True","240"," https://img.pokemondb.net/sprites/bank/normal/diancie.png"
"720","HoopaHoopa Confined","Psychic","Ghost","600","80","110","60","150","130","70","6","True","300"," https://img.pokemondb.net/sprites/bank/normal/hoopa-confined.png"
"720","HoopaHoopa Unbound","Psychic","Dark","680","80","160","60","170","130","80","6","True","300"," https://img.pokemondb.net/sprites/bank/normal/hoopa-confined.png"
"721","Volcanion","Fire","Water","600","80","110","120","130","90","70","6","True","180"," https://img.pokemondb.net/sprites/bank/normal/volcanion.png"
"722","Rowlet","Grass","Flying","320","68","55","55","50","50","42","7","False","27"," https://img.pokemondb.net/sprites/bank/normal/rowlet.png"
"723","Dartrix","Grass","Flying","420","78","75","75","70","70","52","7","False","30"," https://img.pokemondb.net/sprites/bank/normal/dartrix.png"
"724","Decidueye ","Grass","Ghost","530","78","107","75","100","100","70","7","False","30"," https://img.pokemondb.net/sprites/bank/normal/decidueye.png"
"725","Litten ","Fire","N/A","320","45","65","40","60","40","70","7","False","180"," https://img.pokemondb.net/sprites/bank/normal/litten.png"
"726","Torracat ","Fire","N/A","420","65","85","50","80","50","90","7","False","180"," https://img.pokemondb.net/sprites/bank/normal/torracat.png"
"727","Incineroar ","Fire","Dark","530","95","115","90","80","90","60","7","False","180"," https://img.pokemondb.net/sprites/bank/normal/incineroar.png"
"728","Popplio ","Water","N/A","320","50","54","54","66","56","40","7","False","220"," https://img.pokemondb.net/sprites/bank/normal/popplio.png"
"729","Brionne ","Water","N/A","420","60","69","69","91","81","50","7","False","180"," https://img.pokemondb.net/sprites/bank/normal/brionne.png"
"730","Primarina ","water","Fairy","530","80","74","74","126","116","60","7","False","180"," https://img.pokemondb.net/sprites/bank/normal/primarina.png"
"731","Pikipek ","Normal","Flying","265","35","75","30","30","30","65","7","False","9"," https://img.pokemondb.net/sprites/bank/normal/pikipek.png"
"732","Trumbeak ","Normal","Flying","355","55","85","50","40","50","75","7","False","240"," https://img.pokemondb.net/sprites/bank/normal/trumbeak.png"
